Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Investor
News Reach,Media,,0.0,Ahmedabad,,Mumbai Angels Network
RoomSoom,Housing,,0.0,Noida,,Mumbai Angels Network
Pedagogy,Edtech,,400000.0,,,Inflection Point Ventures
Classplus,Edtech,Series B,8200000.0,Delhi,,RTP Global
Medlife,Pharmaceutical,,15500000.0,Bangalore,,Hero Fincorp
Qin1,Edtech,,0.0,Noida,,Venture Catalysts
MYSUN,Tech,Pre series A,4257000.0,Delhi,,Undisclosed
ShopX,Ecommerce,,1410000.0,Bangalore,,Li and Fung
Sarva,Yoga & wellness,,0.0,,,"Mantra Capital, Patni Family"
Expertrons,AI,Seed Round,0.0,Mumbai,,"Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital"
NewsBytes,Digital Media,Series A,1500000.0,Gurugram,,North Base Media
Wagonfly,,,500000.0,Bangalore,,Investment Trust of India
NIRA,Fintech,Pre series A,2100000.0,,,Angel investors
Convosight,Data Analytics,Pre series A,4000000.0,Hyderabad,,"IvyCap Ventures, Sequoia Capital"
Fittr,Fitness,,2000000.0,Pune,,"Sequoia Capital Surge, Better Capital"
AsknBid,Investment Tech,,0.0,Bangalore,,Ravikanth Reddy & Mumbai Angel Network
Bira91,Beverage,Series C,20000000.0,Bangalore,,"Sequoia Capital, Sofina"
Finaureus Technologies,Fintech,Pre series A,0.0,Pune,,Pinetree Capital
Daily Ninja,Ecommerce,,349800.0,Haryana,,Big Basket
Guvi Geek Network Pvt Ltd,Edtech,Pre series A,786000.0,Chennai,,Education Catalyst Fund
LoadShare,Logistics,Series B,2004000.0,Bangalore,,CDC Group
Vedantu,Edtech,Series C,6800000.0,Bangalore,,KB Global Platform Firm
Indusface,IT,,5000000.0,,,Tata Capital Growth Fund II
DMI Group,Financial Services,,123000000.0,Delhi,,NXC Corporation
Spintly,IoT,Pre series A,248000.0,Goa,,Saltwater Venture Sparks
Credr,Automobile,,0.0,Mumbai,,Stride Ventures
Bijak,Agritech,Series A,12000000.0,Gurugram,,RTP Global
Bugworks,Biopharma,,7500000.0,Bangalore,,"University of Tokyo Edge Capital, Global Brain Corporation"
DrinkPrime,,Seed Round,0.0,Bangalore,,"Abhishek Goyal, Bharat Jaisinghani, FirstCheque"
Yap,Fintech,Series A,4500000.0,Chennai,,BeeNext
UzhavarBumi,Dairy,,0.0,Tamil Nadu,,Angel Network
Tattva,Beauty & wellness,,150000.0,Delhi,,"Sukhbir Singh, Rakhee Singal"
Pariksha,Edtech,Pre series A,0.0,Pune,,"INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia"
DailyHunt,Media,,24000000.0,,,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management"
NoBroker,Real Estate,,30000000.0,Bangalore,,General Atlantic
Box8,Foodtech,,4000000.0,Mumbai,,"IIFL Seed Ventures Fund, Menlo park"
Capital Float,Fintech,,15000000.0,Bangalore,,"Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon"
ITILITE,Travel & SaaS,Series B,13000000.0,Bangalore,,"Greenoaks Capital, Vy Capital. Matrix Partners India"
Morning Context,Digital Media,Seed Round,0.0,,,Angel investors
Aavenir,SaaS,Seed Round,2000000.0,Ahmedabad,,Accel
Savvy Co op,Healthcare,,0.0,,,Indie VC
BLive,Tourism & EV,Pre series A,0.0,,,Mumbai Angels Network
Yellow Messenger,AI,Series B,20000000.0,Bangalore,,"Lightspeed Venture Partners, Lightspeed India Partners."
Toch,Media Tech,,400000.0,,,Inflection Point Ventures
Ewar,Gaming,,200000.0,Bangalore,,"Jindal Steels, Jeet Banerjee"
Setu,Fintech,Series A,14259000.0,,,"Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund."
Wellthy Therapeutics,Healthtech,Pre series A,4000000.0,Bangalore,,Saama Capital
Power Gummies,Health,,0.0,Delhi,,Venture Catalysts
Locale ai,Location Analytics,,0.0,Bangalore,,Better Capital
FarEye,Logistics,Series D,24500000.0,Delhi,,"M12, Honeywell venture capital, Eight Roads Venture"
Rebel Foods,Food tech,,50000000.0,,,Coatue Management
BankBazaar,Fintech,Series D,3800000.0,Chennai,,"Amazon, Sequoia, Walden SKT Venture Fund"
Porter,Logistics,Series D,18370000.0,Mumbai,,Lightstone Global Funds
SugarBox,Tech,,68525000.0,Mumbai,,Zee Entertainment Enterprises Limited
Capital Float,Fintech,Series F,4800000.0,Bangalore,,"Amazon Inc`, Dinesh J Hinduja"
Big Basket,E store,,60000000.0,Bangalore,,Alibaba Holdings
Amica,Fintech,,2000000.0,,,"Hummingbird Ventures, Bedrock Capital"
Vedantu,Edtech,Series C,12500000.0,Bangalore,,Legend Capital
Fingerlix,Food,,1834000.0,,,"Accel, Zephyr Peacock, Swiggy, RB Investments."
Plop,Tech,Angel Round,0.0,Mumbai,,"Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi"
Zupee,Gaming,Series A,8000000.0,,,Matrix Partners
DeHaat,Agritech,Series A,12000000.0,,,Sequoia Capital India
Lido Learning,Edtech,Series B,7500000.0,Mumbai,,Bace Capital
Aye Finance,Fintech,,23850000.0,Gurugram,,Undisclosed
Swiggy,Foodtech,Series A,43000000.0,Bangalore,,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets"
Akna Medical,Healthtech,,7000000.0,,,LGT Lightstone Aspada
Zomato,Foodtech,,5000000.0,Gurugram,,Pacific Horizon
RaRa Delivery,Logistics,Seed Round,800000.0,,,"Der Shing Lim, 500 startups"
JusPay,Fintech,Series B,21600000.0,Bangalore,,Vostok Emerging Finance
Obviously AI,Data Science,,0.0,,,Arka Venture Labs
Fingpay,Fintech,Series A,3500000.0,Mumbai,,IvyCap Ventures
Recko,SaaS,Series A,6000000.0,Bangalore,,Vertex Ventures
Furlenco,Ecommerce,,10000000.0,Bangalore,,"Chowdry Associates, Lightbox"
Mera Cashier,Fintech,,150000.0,Noida,,"Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg"
Kitchens Centre,,Seed Round,500000.0,Delhi,,AngelList India
Camp K12,Edtech,Seed Round,4000000.0,Gurugram,,"Matrix Partners, SAIF Partners"
MedGenome,Healthtech,Series D,55000000.0,Bangalore,,LeapFrog Investments
Ergos,Agritech,,4598000.0,Bangalore,,Aavishkar Capital
Nykaa,Ecommerce,,13137000.0,Mumbai,,Steadview capital
Samadhan,Insurance,Seed Round,0.0,Delhi,,Venture Catalysts
SaScan,Healthcare,,0.0,Bangalore,,Unicorn India ventures
Lido Learning,Edtech,,3000000.0,Mumbai,,"Pecus Capital, Madhur Deora"
CureFit,Health and Fitness,Series D,115000000.0,Bangalore,,Temasek
Nimesa,SaaS,,0.0,Bangalore,,Ideaspring capital
Design X,IoT,Seed Round,200000.0,Noida,,ThinkNext LLC
Driftly Electric,Automobile,,0.0,Bangalore,,MG Motor India
Imstrong,Fitness,Seed Round,400000.0,Bangalore,,Rainmatter
Craftsvilla,Marketplace,,3900000.0,Mumbai,,Supera Investments
Rupifi,Fintech,Pre seed round,0.0,Bangalore,,"Ashneer Grover, Kunal Shah, Ramakant Sharma"
SnackAmor,Food,Seed Round,0.0,Mumbai,,Undisclosed
Zealthy,Healthtech,Seed Round,0.0,Bangalore,,"KYT Ventures, First Cheque, AngelList"
CoinDCX,Fintech,Series A,3000000.0,,,"Polychain Capital, Bain Capital Ventures, HDR Group"
NuNu TV,Media,,670000.0,,,Risers Accelerators
QTalk,Technology,Seed Round,1600000.0,Bangalore,,"Accel India, Lightspeed Venture Partners"
Shadez,Interior & decor,Seed Round,100000.0,Mumbai,,Inflection Point Ventures
Excess2Sell,Ecommerce,,1000000.0,Mumbai,,Gautham Madhavan
Stanplus,Healthtech,Pre series A,1500000.0,Hyderabad,,Pegasus FinInvest
Pitstop,Automobile,Series A,2500000.0,Bangalore,,TPG-backed Group Landmark
Univariety,Edtech,,1100000.0,Hyderabad,,Info Edge
Peel Works,SaaS,"Series C, D",0.0,Mumbai,,CESC Ventures
CoreStack,Technology,Series A,8500000.0,Chennai,,Naya Ventures
Vivriti Capital,Fintech,Series B,50000000.0,Chennai,,LGT Lightstone Aspada
Agnikul,Spacetech,Pre series A,3148000.0,Chennai,,pi Ventures
Fintso,Fintech,,2600000.0,,,"Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta"
Khatabook,Fintech,,0.0,Bangalore,,Mahendra Singh Dhoni
Smart Coin,Fintech,Series A,7000000.0,,,LGT LightstoneAspada
ZunRoof,Cleantech,Series A,3000000.0,Gurugram,,Godrej Investments
Shop101,Social e-commerce,Series C,3900000.0,,,"Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital"
OM Bhakti,FMCG,Seed Round,0.0,Bangalore,,Venture Catalysts
Lal10,B2B,,1100000.0,Uttar Pradesh,,Sorenson Impact
Anaxee Digital Runner,Tech,,0.0,Indore,,Orios Venture Partners
CollegeKhabri,Edtech,,0.0,Bhopal,,Vishal Dixit
Ola Electric,eMobility,,1000000.0,Bangalore,,Pawan Munjal Family Trust Fund
Multi Living,Real Estate,,6000000.0,Mumbai,,Lodha Ventures
FamPay,Fintech,Seed Round,4700000.0,Bangalore,,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital"
UnboxRobotics Labs,Automation tech,Seed Round,500000.0,Bangalore,,"Arali Ventures, CIIE.CO"
Karbon Card,Fintech,Seed Round,2000000.0,Bangalore,,"Kunal Shah, Amrish Rau, Jitendra Gupta"
Airmeet,Media & Networking,,3000000.0,Bangalore,,Accel India
Innerchef,Foodtech,,1000000.0,Gurgaon,,Mistletoe
Epigamia,FMCG,Series C,0.0,Mumbai,,KA Enterprise
StyleNook,Ecommerce,,0.0,Mumbai,,"Lead Angels Network, Stanford Angels"
Callido Learning,Edtech,,0.0,Mumbai,,Education Catalyst Fund
Soxytoes,Ecommerce,,0.0,Delhi,,Angel network
F5,E-market,Seed Round,0.0,Delhi,,LetsVenture investors
Paper Boat,Food & Beverages,,4049500.0,Bangalore,,"Advent Management, A91 Emerging Fund, Trifecta Venture"
Strata,Proptech,Seed Round,1500000.0,Bangalore,,"SAIF Partners, Mayfield India"
Salesken,AI & Data science,Series A,8000000.0,Bangalore,,Sequoia India
Arya,Agritech,Series B,6000000.0,Noida,,LGT Lightstone Aspada
Leap Finance,Fintech,,5500000.0,Bangalore,,Sequoia India
Sleepy Owl,Beverages,,0.0,Delhi,,Rukam Capital
Tricog,Healthtech,Series B,10500000.0,Bangalore,,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund"
GogoBus,Travel tech,,0.0,Delhi,,Ixigo
Trell,Social e-commerce,Pre series A,4000000.0,Bangalore,,"Sequoia’s Surge, Fosun RZ"
Spaciya Consultants,Real Estate,Pre series A,500000.0,Noida,,Alok Garg
Bounce,Automotive and Rentals,,6500000.0,Bangalore,,InnoVen Capital
Neeman,Ecommerce,Pre series A,1000000.0,,,Anicut Angel Fund
Chqbook,Fintech,Series A,5000000.0,Gurugram,,Aavishkaar Capital
SMEcorner,Fintech,Series B,30000000.0,Mumbai,,Paragon Partners
Oda Class,Edtech,Pre series A,0.0,Bangalore,,Yuanfudao
Spinny,E-tail,Series B,43700000.0,Haryana,,"Nandan Nilekani, Sanjeev Aggarwal"
goStops,Accomodation,,0.0,Delhi,,Atraxn Partners.
Umeed Housing,Fintech,Series D,23000000.0,Haryana,,Morgan Stanley Private Equity Asia
Vogo,Automotive,Series C,20000000.0,Bangalore,,Lightstone Aspada
Flick Stree,AI & Media,Series A,3000000.0,Mumbai,,Samsung Venture Investment
Qure ai,Healthtech,,16000000.0,Mumbai,,Sequoia India
MinionLabs,Machine Learning,,0.0,Bangalore,,Indian Angel Network
Josh Talks,Media,Pre series A,1500000.0,Haryana,,Media Development Investment Fund
PhoneParLoan,Fintech,,0.0,Delhi,,Accelerator MOX
RailYatri,Travel,,13800000.0,Noida,,"Nandan Nilekani, Samsung Venture Investment Corporation"
AjnaLens,Deeptech,Pre series A,1500000.0,Thane,,"Maharashtra Defence, Aerospace Venture Fund (MDAVF)"
Pepper,Content Marktplace,Seed funding,306900.0,Mumbai,,"Kunal Bahl, Rohit Bansal"
Rupeek,Fintech,,30000000.0,Bangalore,,"GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners"
iMerit,IT,Series B,20000000.0,Kolkata,,CDC Group Plc
BharatPe,Fintech,Series C,75000000.0,Delhi,,Ribbit Capital
Invideo,Visual Media,,2500000.0,,,Sequoia Capital’s Surge
AvalonMeta,Edtech,,420000.0,,,Peerplays
Near Store,Ecommerce,Seed Round,300000.0,Mumbai,,Sauce.vc
ElecTorq,Automobile,,0.0,Delhi,,AdvantEdge
Prayaan Capital,Fintech,Seed Round,1200000.0,Chennai,,Accion Venture Lab
Sanfe,Hygiene,Pre series A,1100000.0,Delhi,,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital"
Go Desi,Foodtech,Seed Round,627300.0,Delhi,,Rukam Capital
Swiggy,Foodtech,Series A,113000000.0,Bangalore,,Prosus N.V
Whatfix,SaaS,Series C,32000000.0,Banglore,,Sequoia Capital India
Unacademy,Edtech,Series E,110000000.0,Bangalore,,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures"
Zvesta,Proptech,,5500000.0,Gurugram,,Hindustan Media Ventures
Dunzo,Logistics,,11000000.0,Bangalore,,Alteria Capital
Digit Insurance,Insurtech,,340000.0,Bangalore,,"Virat Kohli, Anushka Sharma"
Yolo,Transport,Seed funding,600000.0,Gurugram,,Undisclosed
SmartVizX,VR & SaaS,Pre series A,1397000.0,,,Rockstud Capital
MaxWholesale,Ecommerce,Series A,3000000.0,Delhi,,"IAN Fund-I,  Al Falaj Investment Company (AFI)"
Carbon Clean,Cleantech,,16000000.0,,,"WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation."
Onsitego,Sales & Services,Series B,19000000.0,,,Zodius Growth Fund
Genius Corner,Edtech,,250000.0,Noida,,"Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats"
PlanetSpark,Edtech,,448500.0,Gurugram,,"Indian Angel Network, Lead Angels, Hyderabad Angels"
CamCom,AI & Deep learning,,0.0,Bangalore,,"Triton Investment Advisors,"
Simsim,Social Commerce,Series B,8000000.0,Bangalore,,"Accel Partners, Shunwei Capital, Good Capital"
Shuttl,Transport,Series C,7975700.0,Delhi,,SIG Global India Fund
HooLiv,Housing & Rentals,,0.0,Delhi,,Kolte-Patil Family Office
ClassMonitor,Edtech,,0.0,Indore,,Ashwin Khorana
Friyey,Co-working,,0.0,Pune,,Tarun Bhalla
Oga,Fitness,,330000.0,Bangalore,,Inflection Point Ventures
Big Basket,Estore,,3500000.0,Bangalore,,Trifecta Capital
CYFIRMA,SaaS,Series A,0.0,Bangalore,,Z3 Partners
Innoviti,,,5000000.0,Bangalore,,FMO
Paytm money,Fintech,,5600000.0,Bangalore,,One97 Communications
Vedantu,Edtech,Series C,24000000.0,Bangalore,,GGV Capital
Yap,Fintech,,1402000.0,Chennai,,"Amrish Rau, Kunal Shah, Jitendra Gupta"
Clover,Agritech,Series A,5500000.0,Bangalore,,"Omnivore, Accel Partners, Mayfield"
Nova Credit,Fintech,Series B,50000000.0,,,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst."
CodingNinjas,Edtech,Series A,5200000.0,Delhi,,Info Edge Ltd
Furlenco,Ecommerce,Series C,2200000.0,Bangalore,,Chowdry Associates
Brick&Bolt,,Pre series A,1500000.0,Bangalore,,Surge
HempStreet,Healthtech,Pre series A,1000000.0,,,Pharmacon Holdings
MoEngage,Marketing,Series C,25000000.0,Bangalore,,Eight Roads Ventures
Classplus,Edtech,Pre series A,2500000.0,,,"Blume Ventures, Sequoia"
Chaayos,Beverages,,21500000.0,,,Think Investment
PetPooja,SaaS,,2000000.0,Ahmedabad,,Udaan
Altor,Tech,,0.0,,,Venture Catalysts
Pepperfry,E-market,Series F,40000000.0,Mumbai,,Pidilite Industries
FirstCry,E-market,Series E,296000000.0,Pune,,Softbank’s Vision Fund
Byju,Edtech,,200000000.0,,,General Atlantic
Waycool,Agritech,Series C,32000000.0,Chennai,,LightBox Ventures
WorkIndia,HR tech,,6000000.0,,,Xiaomi
Qyuki,Media,,3500000.0,Mumbai,,Info Edge Venture Fund
Leap India,Agritech,Series B,30000000.0,Coimbatore,,Neev Fund
Picxy,Media,,250000.0,Hyderabad,,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan"
Krimanshi,Agritech,,20000.0,Jodhpur,,Arunachal Pradesh Social Entrepreneurship Meet
NEETprep,Edtech,,0.0,Delhi,,IndiaQuotient
Dot Pvt. Ltd,Fintech,Seed Round,8000000.0,Gurugram,,"PayU, Fosun RZ Capital"
Kuku FM,Media,Series A,5500000.0,Mumbai,,Vertex Ventures
SuperMoney,Fintech,Pre series A,1000000.0,Mumbai,,Unitus Ventures.
Rebel Foods,Food tech,,4900000.0,,,Alteria Capital
AlphaVector,E tailor,,0.0,Bangalore,,"Avaana Capital, Titan Capital"
Fox Capital,Fintech,,2500000.0,Jaipur,,Institutional Investors
Tribe Theory,Accomodation,,3500000.0,Bangalore,,Tim Draper
Fleetx,SaaS,Series A,1402400.0,,,Beenext
Embibe,Edtech,,12618300.0,Mumbai,,Reliance Industries Limited (RIL)
Entri,Edtech,Seed Round,1400000.0,Kochi,,Good Capital
Oye! Rickshaw,E-mobility,Series A,10000000.0,,,Chiratae Ventures
Seal Professional,Edtech,Pre series A,0.0,Bangalore,,Equanimity Ventures
Sprinng Foods,Food,,0.0,Mumbai,,"Mistletoe, Info Edge Asia"
1MG,Healthtech,,9900000.0,Gurugram,,Bill & Melinda Gates Foundation
Aagey,Fintech,,0.0,Bangalore,,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain"
Doubtnut,Edtech,Series A,15000000.0,Gurugram,,Tencent
AdonMo,Ad-tech,,3000000.0,Bangalore,,Ant Financial
RACEnergy,E-mobility,Seed Round,0.0,,,"GrowX ventures, Prophetic Ventures"
BharatPe,Fintech,,100000000.0,Delhi,,Coatue Management
Kisan Network,Agritech,Seed Round,3000000.0,Gurugram,,Atsushi Taira
Vogo,Automotive,Series C,35000000.0,Bangalore,,Lightstone Aspada
Yolo,Transport,Seed Round,600000.0,Gurugram,,Undisclosed
Unotech,SaaS,,2000000.0,Mumbai,,Manish Choksi
Zetwerk,Marketplace,,2200000.0,Bangalore,,InnoVen capital
CureSkin,Healthtech,,500000.0,Bangalore,,SenseAI Ventures
WizKlub,Edtech,Seed Funding,982530.0,Bangalore,,Incubate Fund India
Interviewbit,Edtech,Series A,200000000.0,Pune,,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)"
MoneyTap,Fintech,Series B,70185200.0,,,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India"
Uniplatform Tech,SaaS,,0.0,Delhi,,"Frontline Strategy Finds, SucSEED Venture Partners LLP"
INdwealth,Fintech,Series C,12000000.0,Gurugram,,"Tiger Global, Steadview Capital, DF International Private Partners"
Bizongo,Marketplace,Series C,30000000.0,Mumbai,,Schroder Adveq
AppsFlyer,SaaS,Series D,210000000.0,Bangalore,,General Atlantic
Digit Insurance,Insurtech,,84000000.0,Bangalore,,"A91 Partners, Faering Capital, TVS Capital"
Livspace,Interior Design,Series D,60000000.0,Bangalore,,"Tahoe Investment Group, Mercer Investment"
GetVantage,Fintech,Seed Round,0.0,Mumbai,,"Samyakth Capital, Venture Catalysts"
Konfinity,Edtech,,0.0,Noida,,Angel investors
Pine Labs,Fintech,,0.0,Noida,,Mastercard
Instoried,SaaS,,0.0,Delhi,,"SOSV, Chinaccelerator"
Nupay,Neo-banking,,0.0,Haryana,,Venture Catalysts
LogiNext,Transport Automation,Series B,39000000.0,,,"Tiger Global, Steadview Capital"
Samosa Singh,Food,Series A,2700000.0,Bangalore,,She Capital
Crysta,Healthtech,Pre Series A,1403400.0,Delhi,,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli"
Eupheus Learning,Edtech,Series A,4300000.0,New Delhi,,Yuj Ventures
Bounce,Automotive and Rentals,Series D,105000000.0,Bangalore,,"Accel Partners, B Capital"
Park+,Techonology,,11000000.0,,,"Sequoia Capital, Matrix Partners India"
Goodmylk,Dairy,Seed Round,400000.0,Bangalore,,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest"
SmartKarrot,SaaS,,1000000.0,,,Angel investors
Skylo,IoT,Series B,103000000.0,,,SoftBank Group
Tea Trunk,Beverage,,220000.0,Goa,,Angel investors
Zoomcar,Transport & Rentals,Series D,30000000.0,Bangalore,,Sony Innovation Fund
Mera Cashier,Fintech,Seed Round,250000.0,Noida,,"Amit Singal, Manish Aggarwal"
Samya AI,SaaS,Seed Round,6000000.0,,,Sequoia India
Kristal AI,AI,Series A,6000000.0,,,Chiratae Ventures
Invento Robotics,AI Robotics,Seed Round,281300.0,,,"Windrose Capital, ITI Growth Opportunities Venture Fund"
Zimyo,HR tech,,0.0,Gurugram,,Yatra Angel Network (YAN)
Sabse Sasta Dukaan,Pharmaceutical,,0.0,Kolkata,,Angel investors
Fitphilia,Healthtech,,0.0,Mumbai,,Angel investors
Medicus,Healthtech,,12700.0,Mumbai,,Angel investors
Monech,Fintech,Seed Round,12700.0,Mumbai,,Angel investors
Teach Us,Edtech,Seed Round,12700.0,,,Angel investors
Dealberg,B2B marketplace,,0.0,Bangalore,,Undisclosed
Phenom People,HR tech,Series C,30000000.0,,,WestBridge Capital
Extra Edge,Edtech,Pre Series A,700000.0,Pune,,"Sprout Venture Partners, Indian Angel Network"
Capital Quotient,Fintech,,600000.0,Bangalore,,Undisclosed
Karfa,Ecommerce,Seed Round,25000.0,Delhi,,Undisclosed
Gamerji,Gaming,,400000.0,,,La Gajjar Group
Bounce,Automotive and Rentals,Series D,97500000.0,Bangalore,,"Accel Partners, B Capital"
Zinier,Automation,Series C,90000000.0,Bangalore,,ICONIQ Capital
ProEves,Preschool Daycare,Seed Round,507000.0,Delhi,,1Crowd
Toddle,,,0.0,Bengaluru,,Matrix Partners India
Aesthetic Nutrition,Food diet,Pre Series A,0.0,,,DSG Consumer Partners
Capital Float,Fintech,,15000000.0,Bangalore,,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners"
Ninjacart,B2B Agritech,Series C,10000000.0,Bangalore,,"Flipkart India, Singapore-based GEC3"
TechnifyBiz,B2B Agritech,Seed Round,2000000.0,,,"Omnivore, Insitor Impact Asia Fund"
Wysh,E-connect,Series A,2000000.0,Hyderabad,,Kalaari Capital
Keito,AI,Seed Round,160000.0,Pune,,Suma Soft Pvt Ltd
Klub,Fintech,Pre seed round,2000000.0,,,Sequoia Surge
Aadhar,Ecommerce,Seed Round,0.0,Mumbai,,"Sprout Venture Partners, JITO Angel Network, LetsVenture"
IncubateHub,Tech hub,,0.0,Bengaluru,,Venture Catalysts
Rage Coffee,FMCG,,0.0,Delhi,,Refex Capital
Skilancer,Technology,,0.0,Noida,,Venture Catalysts
Harappa Education,Edtech,,0.0,New Delhi,,James Murdoch-led Lupa Systems
Rheo,Entertainment,,2000000.0,,,"Lightspeed Venture Partners, Sequoia Surge"
Axio Biosolutions,Medtech,Series B,5200000.0,Bangalore,,Omidyar Network India
Techbooze,Consultancy,Series A,15000000.0,,,Space Capital
PayMart,Fintech,,0.0,Chandigarh,,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network"
Testbook,Edtech,Series B,8400000.0,,,Iron Pillar
FabAlley,Ecommerce,,1100000.0,Noida,,Trifecta Capital
HaikuJAM,,,3400000.0,,,"Lightbox. Social Capital, Dunce Capital"
Mamaearth,Ecommerce,Series A,18300000.0,,,Sequoia India
Rentomojo,Rental,,2000000.0,,,GMO Payment Gateway
Zomato,Foodtech,,150000000.0,,,Ant Financial
Byju,Edtech,,200000000.0,,,Tiger Global
Generico,Pharmacy,,1400000.0,Mumbai,,Alteria Capital
HighRadius,SaaS,Series B,125000000.0,Hyderabad,,ICONIQ Capital
Chai Kings,Beverage,,1000000.0,Chennai,,The Chennai Angels (TCA)
Rivigo,Logistics,Series F,3400000.0,Gurugram,,Trifecta Capital
BuildPan,SaaS,Seed Round,0.0,Indore,,"HNIs in India, Japan, and the US"
Shiksha,Edtech,,181000.0,,,Mumbai Angels Network
Super Surfaces,Deisgning,Series A,500000.0,Hyderabad,,Vishnu Reddy
Quicko,Taxation,,280000.0,Ahmedabad,,"Zerodha fintech fund, Rainmatter"
Satin Creditcare,Fintech,,15000000.0,Gurgaon,,Austrian Bank
